-14.9489	0.722635
-15.6043	-2.45659
-17.2931	-5.0007
-15.4494	-3.1173
-16.347	-5.67201
-18.06	-1.36726
-15.0623	-0.324329
-13.8299	4.52129
-14.0111	-2.56695
-12.5433	0.833289
-7.34047	0.25328
3.70255	8.38039
4.23197	9.21574
7.31243	-0.713642
3.39604	-4.3073
-2.20799	-7.68395
-5.87466	-8.54408
-10.0669	-4.83676
-11.5438	-3.40479
-9.78191	-3.35911
-8.07652	-3.66605
-5.29368	-3.02526
-1.17611	-2.92724
1.79464	-4.21628
0.816611	-4.45647
1.29858	-5.89351
0.0417615	-7.80079
-4.08047	-10.972
-6.9538	-11.6885
-10.3297	-12.3433
-12.0843	-12.1253
-10.4604	-12.5251
-10.6282	-9.62283
-8.94308	-9.20598
-0.809486	-6.94303
-0.348819	-5.99576
0.671209	-4.76743
0.432785	-3.12405
1.92062	-4.84246
-2.61113	-5.41906
3.61713	-4.68546
9.82244	-9.55845
11.6925	-8.36026
7.59453	-1.74999
3.43561	2.54243
0.82982	1.23707
0.181136	-4.27332
-7.83304	-6.53212
-13.254	-4.81708
-3.25455	-5.72502
-3.80279	-9.47389
-7.85902	-9.15018
-6.53294	-2.88693
-6.30451	-0.360473
-9.82844	-2.16498
-16.5734	-1.60296
-13.9529	0.482449
-20.3352	-2.71591
-22.539	-4.83288
-8.89786	4.19731
-13.3937	-1.28375
-13.462	-7.09293
-17.4902	-6.34169
-18.3073	-6.46541
-17.4893	-8.34041
-7.34268	0.199869
-7.30563	1.48188
-6.65117	-1.16863
-4.92469	-0.334503
-3.74592	-3.48226
-2.49835	0.861453
-3.39231	-0.724489
-7.72579	1.70555
-2.73021	2.14535
-3.94785	4.81074
-4.61034	3.0217
-5.00007	2.52659
-8.34619	-5.34585
-14.5652	-11.4261
-15.2182	-12.7189
-14.6204	-14.3079
-13.9506	-13.5518
-10.9754	-15.8883
-7.64392	-19.5096
-4.85065	-20.4884
0.75463	-24.7145
0.83037	-23.9918
2.01487	-23.2821
-0.424504	-19.4125
-4.97441	-10.6299
-4.32412	2.72558
-5.42075	-0.791638
-8.37546	-6.24218
-9.74867	-3.8618
-14.0782	-2.55239
-17.3956	-6.53958
-8.16292	7.52011
-13.1192	2.41421
-9.72823	-2.46963
-5.8861	-7.45938
-6.69332	-5.77744
-6.43411	-4.48805
-7.06904	-2.8816
-11.2241	-1.95553
-15.1481	0.0928822
-15.024	1.54588
-15.6397	2.10362
-15.6807	2.71608
-15.7791	3.18556
-15.6948	1.75477
-9.99937	-2.31853
-17.4252	1.2515
-18.2999	3.09931
-22.8348	1.62091
-24.7226	0.17212
-20.6358	-4.10328
-16.2541	0.815975
-16.2302	2.11048
-16.2812	0.745228
-12.6173	-2.32286
-12.8766	2.92615
-13.864	0.773943
-13.7691	0.751094
-14.3392	-1.95015
-16.4851	-1.1505
-13.0243	-0.502846
-12.6652	1.17175
-11.1858	2.65124
-10.8848	-3.19813
-12.198	0.892044
-10.3183	2.53255
-13.8167	0.774551
-11.3515	1.13146
-8.48103	0.84479
-13.8653	0.400596
-14.0795	1.12874
-12.4149	1.04122
-14.4351	0.325725
-14.0234	-0.556838
-14.9071	4.79164
-15.4	1.51934
-12.8726	0.174318
-13.5131	-1.01267
-13.8535	-1.04428
-13.85	-3.66835
-12.1147	-0.79971
-15.701	-2.15209
-15.331	-5.30197
-20.0647	-5.80366
-18.4648	-11.7071
-18.4736	-11.5024
-17.8722	-10.7235
-15.9192	-11.7635
-14.8316	-13.4615
-13.9773	-11.4929
-10.5439	-8.35174
-3.69867	-2.72068
-1.68084	-4.51874
-1.12957	-1.91713
-1.88605	0.515815
-4.15198	3.6006
-4.95475	3.62383
-5.72354	9.29896
-11.2175	2.00452
-10.6235	3.45237
-11.1568	5.93947
-15.4907	-11.4134
-17.4222	-10.8575
-15.6887	-8.13075
-15.5057	-5.14957
-15.5146	-1.37446
-14.2201	0.407134
-12.0216	1.40657
-10.5872	0.974405
-9.43079	0.0810204
-8.45187	1.71035
-7.01125	2.99997
-4.54154	3.97483
-0.978762	5.59244
0.352543	6.87313
-0.659422	12.4998
-1.60564	13.471
-1.58045	13.5657
-1.96503	12.5902
-1.02131	13.8459
-0.522732	12.6488
0.0153736	12.128
1.65264	13.6277
0.816706	13.1738
-1.73682	13.1487
-2.48685	13.0969
-2.46472	11
-5.91601	4.93674
-11.0537	0.322793
-16.1725	-0.334764
-18.1443	-0.00590833
-20.6273	-1.41617
-22.0336	-0.164909
-22.8587	2.20621
-22.0172	3.06525
-19.2953	4.44452
-16.7835	5.19659
-14.1579	4.11316
-10.591	4.13468
-5.39479	3.22379
-1.34664	5.30216
-0.00143946	3.7904
0.917202	3.76199
2.50929	1.76281
3.17644	3.33076
2.39382	3.8054
1.03086	5.89282
0.698982	6.8233
-2.60047	5.13395
-1.66975	3.33017
-5.68816	-6.54482
0.415169	-8.30303
1.01687	-7.36759
-1.15542	-6.62834
-1.85241	-2.63422
-2.36372	-0.864687
-6.71238	5.11046
-6.97342	6.62337
-11.7519	3.99924
-10.2038	4.90525
-10.5897	2.66615
-13.8983	-0.307349
-12.7703	-6.22636
-14.068	-9.41731
-16.6335	-10.6122
-18.2351	-10.2732
-20.4049	-7.62136
-21.1238	-8.30735
-20.963	-7.92058
-20.6146	-7.36103
-19.6509	-6.14298
-20.4055	-5.95108
-20.9506	-5.29831
-20.6526	-5.40479
-20.04	-6.29666
-16.9832	-7.72919
-16.8631	-4.76852
-16.3536	-2.61367
-16.9655	0.167058
-20.1724	-2.68356
-16.8312	-3.92308
-17.7383	-3.35994
-17.6797	-0.835341
-17.4719	-2.06408
